ANOV Issue Date ,Street No ,Street Direction ,Street Name ,City,State,ANOV Number ,Violation Description ,Age ,Street Address
24-Jul-12,31XX ,W ,BRYN MAWR ,Chicago,Illinois,P002524271 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,31XX  W  BRYN MAWR 
24-Jul-12,32XX ,W ,FRANKLIN ,Chicago,Illinois,P003075181 ,9-52-010 Rights and duties. ,38,32XX  W  FRANKLIN 
24-Jul-12,34XX ,S ,HALSTED ,Chicago,Illinois,P003018027 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,39,34XX  S  HALSTED 
24-Jul-12,48XX ,W ,WEST END ,Chicago,Illinois,P003082502 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,48XX  W  WEST END 
24-Jul-12,67XX ,S ,BLACKSTONE ,Chicago,Illinois,P003199529 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,67XX  S  BLACKSTONE 
24-Jul-12,71XX ,S ,STATE ST ,Chicago,Illinois,P003139720 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,71XX  S  STATE ST 
24-Jul-12,71XX ,S ,STATE ST ,Chicago,Illinois,P003139721 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,71XX  S  STATE ST 
25-Jul-12,26XX ,N ,MILWAUKEE ,Chicago,Illinois,P003227688 ,9-52-010 Rights and duties. ,20,26XX  N  MILWAUKEE 
25-Jul-12,26XX ,N ,MILWAUKEE ,Chicago,Illinois,P003227689 ,9-52-010 Rights and duties. ,18,26XX  N  MILWAUKEE 
25-Jul-12,48XX ,W ,MADISON ,Chicago,Illinois,P003162051 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,48XX  W  MADISON 
26-Jul-12,107XX ,S ,WASHTENAW ,Chicago,Illinois,P003156796 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,107XX  S  WASHTENAW 
26-Jul-12,2XX ,W ,103RD ST ,Chicago,Illinois,P003091757 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,2XX  W  103RD ST 
26-Jul-12,XX ,E ,71ST ST ,Chicago,Illinois,P003139722 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,XX  E  71ST ST 
27-Jul-12,31XX ,S ,LOWE ,Chicago,Illinois,P003329083 ,9-52-010 Rights and duties. ,35,31XX  S  LOWE 
27-Jul-12,50XX ,W ,MADISON ,Chicago,Illinois,P003235263 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,50XX  W  MADISON 
28-Jul-12,116XX ,S ,MICHIGAN ,Chicago,Illinois,P003090506 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,116XX  S  MICHIGAN 
28-Jul-12,23XX ,S ,SAWYER ,Chicago,Illinois,P003043022 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,23XX  S  SAWYER 
28-Jul-12,29XX ,E ,79 ST ,Chicago,Illinois,P003162351 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,29XX  E  79 ST 
28-Jul-12,59XX ,S ,UNION ,Chicago,Illinois,P003248461 ,9-52-010 Rights and duties. ,33,59XX  S  UNION 
28-Jul-12,XX ,E ,CHICAGO ,Chicago,Illinois,P002522698 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,XX  E  CHICAGO 
28-Jul-12,XX ,E ,ROOSEVELT RD ,Chicago,Illinois,P002085717 ,9-52-010 Rights and duties. ,24,XX  E  ROOSEVELT RD 
29-Jul-12,12XX ,W ,NORTH ,Chicago,Illinois,P003107613 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,12XX  W  NORTH 
29-Jul-12,18XX ,W ,MONTROSE ,Chicago,Illinois,P003015298 ,9-52-010 Rights and duties. ,18,18XX  W  MONTROSE 
29-Jul-12,26XX ,W ,45TH ST ,Chicago,Illinois,P003329728 ,9-52-080 Headlamps ,19,26XX  W  45TH ST 
30-Jul-12,130XX ,S ,CHAMPLAIN ,Chicago,Illinois,P003090507 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,130XX  S  CHAMPLAIN 
30-Jul-12,6XX ,S ,HURON ,Chicago,Illinois,P003235264 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,6XX  S  HURON 
30-Jul-12,70XX ,S ,STONY ISLAND ,Chicago,Illinois,P003139723 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,70XX  S  STONY ISLAND 
30-Jul-12,XX ,E ,120TH ST ,Chicago,Illinois,P003136413 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,XX  E  120TH ST 
31-Jul-12,20XX ,E ,71ST ST ,Chicago,Illinois,P003139724 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,20XX  E  71ST ST 
31-Jul-12,26XX ,W ,POPE JOHN PAUL ,Chicago,Illinois,P003231646 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,26XX  W  POPE JOHN PAUL 
31-Jul-12,4XX ,W ,MARQUETTE ,Chicago,Illinois,P003144767 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,4XX  W  MARQUETTE 
31-Jul-12,59XX ,N ,SHERIDAN ,Chicago,Illinois,P003133410 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,59XX  N  SHERIDAN 
31-Jul-12,61XX ,N ,SHERIDAN ,Chicago,Illinois,P003133411 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,61XX  N  SHERIDAN 
31-Jul-12,61XX ,N ,SHERIDAN ,Chicago,Illinois,P003134977 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,66,61XX  N  SHERIDAN 
31-Jul-12,61XX ,N ,SHERIDAN ,Chicago,Illinois,P003134978 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,61XX  N  SHERIDAN 
31-Jul-12,61XX ,N ,SHERIDAN ,Chicago,Illinois,P003134979 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,61XX  N  SHERIDAN 
1-Aug-12,19XX ,E ,71ST ST ,Chicago,Illinois,P003139725 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,19XX  E  71ST ST 
1-Aug-12,50XX ,N ,BROADWAY ,Chicago,Illinois,P003122270 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,50XX  N  BROADWAY 
2-Aug-12,108XX ,S ,HALSTED ,Chicago,Illinois,P003236251 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,108XX  S  HALSTED 
2-Aug-12,15XX ,W ,HOWARD ,Chicago,Illinois,P003166268 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,15XX  W  HOWARD 
2-Aug-12,20XX ,N ,CALIFORNIA ,Chicago,Illinois,P003225503 ,9-52-010 Rights and duties. ,28,20XX  N  CALIFORNIA 
2-Aug-12,22XX ,S ,ROCKWELL ,Chicago,Illinois,P003221199 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,22XX  S  ROCKWELL 
2-Aug-12,28XX ,S ,STEWART ,Chicago,Illinois,P003232019 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,28XX  S  STEWART 
2-Aug-12,7XX ,W ,43RD ST ,Chicago,Illinois,P002509419 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,7XX  W  43RD ST 
2-Aug-12,9XX ,W ,ADAMS ST ,Chicago,Illinois,P003248809 ,9-52-010 Rights and duties. ,25,9XX  W  ADAMS ST 
2-Aug-12,XX ,E ,113TH PL ,Chicago,Illinois,P003135813 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,XX  E  113TH PL 
2-Aug-12,XX ,E ,ROOSEVELT ,Chicago,Illinois,P003243202 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,XX  E  ROOSEVELT 
3-Aug-12,43XX ,W ,ROOSEVELT RD ,Chicago,Illinois,P003048484 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,43XX  W  ROOSEVELT RD 
3-Aug-12,46XX ,N ,BROADWAY ,Chicago,Illinois,P003000263 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,46XX  N  BROADWAY 
3-Aug-12,66XX ,S ,RACINE ,Chicago,Illinois,P003041497 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,66XX  S  RACINE 
4-Aug-12,3XX ,N ,CENTRAL ,Chicago,Illinois,P003161980 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,3XX  N  CENTRAL 
4-Aug-12,3XX ,S ,STATE ,Chicago,Illinois,P003161753 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,3XX  S  STATE 
5-Aug-12,11XX ,W ,BRYN MAWR ,Chicago,Illinois,P003124017 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,11XX  W  BRYN MAWR 
5-Aug-12,1XX ,W ,115TH ST ,Chicago,Illinois,P003223198 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,1XX  W  115TH ST 
5-Aug-12,22XX ,S ,ROCKWELL ,Chicago,Illinois,P003221200 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,22XX  S  ROCKWELL 
5-Aug-12,26XX ,S ,SPAULDING ,Chicago,Illinois,P003311351 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,26XX  S  SPAULDING 
5-Aug-12,52XX ,W ,CHICAGO ,Chicago,Illinois,P001976680 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,52XX  W  CHICAGO 
5-Aug-12,71XX ,S ,ASHLAND ,Chicago,Illinois,P003243176 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,71XX  S  ASHLAND 
5-Aug-12,73XX ,N ,ROGERS ,Chicago,Illinois,P003134890 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,73XX  N  ROGERS 
5-Aug-12,79XX ,S ,WABASH ST ,Chicago,Illinois,P003086376 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,79XX  S  WABASH ST 
5-Aug-12,7XX ,W ,79TH ST ,Chicago,Illinois,P003088877 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,7XX  W  79TH ST 
6-Aug-12,26XX ,S ,ST LOUIS ,Chicago,Illinois,P003222926 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,26XX  S  ST LOUIS 
6-Aug-12,57XX ,N ,BROADWAY ,Chicago,Illinois,P003122271 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,57XX  N  BROADWAY 
6-Aug-12,5XX ,W ,88TH ST ,Chicago,Illinois,P003236677 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,5XX  W  88TH ST 
6-Aug-12,69XX ,S ,ASHLAND ,Chicago,Illinois,P003115878 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,69XX  S  ASHLAND 
7-Aug-12,10XX ,W ,WINONA ST ,Chicago,Illinois,P001964186 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,10XX  W  WINONA ST 
7-Aug-12,12XX ,S ,KOLIN ,Chicago,Illinois,P003221427 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,12XX  S  KOLIN 
7-Aug-12,31XX ,W ,GEORGE ,Chicago,Illinois,P003251189 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,31XX  W  GEORGE 
7-Aug-12,41XX ,W ,26TH ST ,Chicago,Illinois,P003043885 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,41XX  W  26TH ST 
7-Aug-12,52XX ,N ,BROADWAY ,Chicago,Illinois,P002319562 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,52XX  N  BROADWAY 
7-Aug-12,6XX ,S ,HALSTED ST ,Chicago,Illinois,P003248810 ,9-52-010 Rights and duties. ,39,6XX  S  HALSTED ST 
9-Aug-12,122XX ,S ,HALSTED ST ,Chicago,Illinois,P003091783 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,122XX  S  HALSTED ST 
10-Aug-12,16XX ,W ,47TH ST ,Chicago,Illinois,P003161983 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,16XX  W  47TH ST 
10-Aug-12,23XX ,W ,50TH PL ,Chicago,Illinois,P003216744 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,23XX  W  50TH PL 
10-Aug-12,7XX ,W ,123RD ST ,Chicago,Illinois,P003091784 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,7XX  W  123RD ST 
10-Aug-12,92XX ,S ,CRANDON ,Chicago,Illinois,P003222227 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,92XX  S  CRANDON 
11-Aug-12,56XX ,S ,ARTESIAN ,Chicago,Illinois,P003266995 ,9-52-010 Rights and duties. ,18,56XX  S  ARTESIAN 
11-Aug-12,64XX ,N ,MILWAUKEE ,Chicago,Illinois,P003167413 ,9-52-040 Yielding right-of-way. ,34,64XX  N  MILWAUKEE 
12-Aug-12,12XX ,N ,SEDGWICK ,Chicago,Illinois,P002522014 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,12XX  N  SEDGWICK 
12-Aug-12,29XX ,E ,88TH ST ,Chicago,Illinois,P003232020 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,29XX  E  88TH ST 
12-Aug-12,37XX ,W ,CHICAGO ,Chicago,Illinois,P003180628 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,37XX  W  CHICAGO 
12-Aug-12,37XX ,W ,CHICAGO ,Chicago,Illinois,P003180629 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,73,37XX  W  CHICAGO 
12-Aug-12,69XX ,S ,MLK ,Chicago,Illinois,P003168454 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,69XX  S  MLK 
12-Aug-12,XX ,E ,71ST ST ,Chicago,Illinois,P003117827 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,XX  E  71ST ST 
13-Aug-12,16XX ,W ,HOWARD ,Chicago,Illinois,P003243777 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,16XX  W  HOWARD 
14-Aug-12,15XX ,E ,67TH ST ,Chicago,Illinois,P001875344 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,15XX  E  67TH ST 
14-Aug-12,15XX ,E ,67TH ST ,Chicago,Illinois,P003063615 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,15XX  E  67TH ST 
14-Aug-12,26XX ,S ,ALBANY ,Chicago,Illinois,P003311356 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,26XX  S  ALBANY 
14-Aug-12,33XX ,W ,BRYN MAWR ,Chicago,Illinois,P002101021 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,39,33XX  W  BRYN MAWR 
14-Aug-12,48XX ,S ,BISHOP ,Chicago,Illinois,P003231332 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,48XX  S  BISHOP 
14-Aug-12,XX ,E ,ROOSEVELT RD ,Chicago,Illinois,P002085718 ,9-52-010 Rights and duties. ,22,XX  E  ROOSEVELT RD 
15-Aug-12,43XX ,W ,28TH ST ,Chicago,Illinois,P003222328 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,43XX  W  28TH ST 
15-Aug-12,68XX ,S ,ASHLAND ,Chicago,Illinois,P003115079 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,68XX  S  ASHLAND 
16-Aug-12,10XX ,E ,79TH ST ,Chicago,Illinois,P003009082 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,10XX  E  79TH ST 
16-Aug-12,15XX ,W ,51ST ST ,Chicago,Illinois,P003018700 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,15XX  W  51ST ST 
16-Aug-12,15XX ,W ,DEVON ,Chicago,Illinois,P003243179 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,15XX  W  DEVON 
16-Aug-12,16XX ,W ,HOWARD ,Chicago,Illinois,P003133579 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,16XX  W  HOWARD 
16-Aug-12,82XX ,S ,PULASKI ,Chicago,Illinois,P002302357 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,82XX  S  PULASKI 
17-Aug-12,107XX ,S ,WENTWORTH ,Chicago,Illinois,P003136416 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,107XX  S  WENTWORTH 
17-Aug-12,20XX ,N ,SPAULDING ,Chicago,Illinois,P003058774 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,20XX  N  SPAULDING 
17-Aug-12,20XX ,N ,SPAULDING ,Chicago,Illinois,P003252256 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,20XX  N  SPAULDING 
17-Aug-12,22XX ,S ,SACRAMENTO ,Chicago,Illinois,P003221923 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,22XX  S  SACRAMENTO 
17-Aug-12,32XX ,W ,26TH ,Chicago,Illinois,P003047170 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,32XX  W  26TH 
17-Aug-12,XX ,E ,103RD ST ,Chicago,Illinois,P003136417 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,XX  E  103RD ST 
18-Aug-12,11XX ,W ,PRATT ,Chicago,Illinois,P003133997 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,11XX  W  PRATT 
18-Aug-12,11XX ,W ,PRATT ,Chicago,Illinois,P003133998 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,11XX  W  PRATT 
18-Aug-12,22XX ,N ,STOCKTON ,Chicago,Illinois,P003012343 ,9-52-010 Rights and duties. ,51,22XX  N  STOCKTON 
18-Aug-12,22XX ,N ,STOCKTON ,Chicago,Illinois,P003012345 ,9-52-010 Rights and duties. ,64,22XX  N  STOCKTON 
18-Aug-12,22XX ,W ,STOCKTON ,Chicago,Illinois,P003012344 ,9-52-010 Rights and duties. ,43,22XX  W  STOCKTON 
18-Aug-12,35XX ,S ,WOLCOTT ,Chicago,Illinois,P003329092 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,35XX  S  WOLCOTT 
19-Aug-12,16XX ,S ,PULASKI ,Chicago,Illinois,P003043243 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,16XX  S  PULASKI 
19-Aug-12,22XX ,S ,CLARK ,Chicago,Illinois,P003103784 ,9-52-010 Rights and duties. ,41,22XX  S  CLARK 
19-Aug-12,22XX ,S ,CLARK ,Chicago,Illinois,P003103785 ,9-52-040 Yielding right-of-way. ,41,22XX  S  CLARK 
19-Aug-12,24XX ,E ,79TH ST ,Chicago,Illinois,P003175834 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,24XX  E  79TH ST 
19-Aug-12,24XX ,W ,BERWYN ,Chicago,Illinois,P001969559 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,24XX  W  BERWYN 
19-Aug-12,70XX ,S ,DORCHESTER ,Chicago,Illinois,P003118353 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,70XX  S  DORCHESTER 
20-Aug-12,116XX ,S ,HALSTED ST ,Chicago,Illinois,P003136199 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,42,116XX  S  HALSTED ST 
20-Aug-12,24XX ,E ,79TH ST ,Chicago,Illinois,P003175630 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,24XX  E  79TH ST 
20-Aug-12,36XX ,W ,CERMAK ,Chicago,Illinois,P003221940 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,36XX  W  CERMAK 
20-Aug-12,58XX ,W ,DICKENS ,Chicago,Illinois,P003066613 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,58XX  W  DICKENS 
21-Aug-12,59XX ,S ,ELIZABETH ,Chicago,Illinois,P003230579 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,59XX  S  ELIZABETH 
22-Aug-12,19XX ,S ,STATE ST ,Chicago,Illinois,P002085719 ,9-52-010 Rights and duties. ,21,19XX  S  STATE ST 
22-Aug-12,22XX ,S ,TROY ,Chicago,Illinois,P003311364 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,22XX  S  TROY 
22-Aug-12,25XX ,S ,SACRAMENTO ,Chicago,Illinois,P003311363 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,25XX  S  SACRAMENTO 
22-Aug-12,26XX ,W ,MONTROSE ,Chicago,Illinois,P003216190 ,9-52-010 Rights and duties. ,26,26XX  W  MONTROSE 
22-Aug-12,63XX ,S ,STATE ST ,Chicago,Illinois,P002085721 ,9-52-010 Rights and duties. ,47,63XX  S  STATE ST 
22-Aug-12,69XX ,S ,PEORIA ,Chicago,Illinois,P003007532 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,69XX  S  PEORIA 
22-Aug-12,78XX ,S ,BURNHAM ,Chicago,Illinois,P003164488 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,78XX  S  BURNHAM 
23-Aug-12,1XX ,N ,LARAMIE ,Chicago,Illinois,P003082559 ,9-52-010 Rights and duties. ,20,1XX  N  LARAMIE 
23-Aug-12,20XX ,E ,71 STREET ,Chicago,Illinois,P003117830 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,20XX  E  71 STREET 
23-Aug-12,21XX ,S ,KILDARE ,Chicago,Illinois,P003221572 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,21XX  S  KILDARE 
23-Aug-12,24XX ,E ,75TH ST ,Chicago,Illinois,P003199534 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,24XX  E  75TH ST 
23-Aug-12,68XX ,S ,EAST END ,Chicago,Illinois,P003168455 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,68XX  S  EAST END 
23-Aug-12,72XX ,S ,JEFFERY ,Chicago,Illinois,P003112113 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,72XX  S  JEFFERY 
23-Aug-12,99XX ,S ,EWING ,Chicago,Illinois,P003165196 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,99XX  S  EWING 
23-Aug-12,9XX ,W ,ADAMS ST ,Chicago,Illinois,P003248811 ,9-52-010 Rights and duties. ,24,9XX  W  ADAMS ST 
24-Aug-12,17XX ,E ,71ST ST ,Chicago,Illinois,P003168340 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,17XX  E  71ST ST 
24-Aug-12,18XX ,S ,KEELER ,Chicago,Illinois,P003223027 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,18XX  S  KEELER 
24-Aug-12,40XX ,N ,KIMBALL ,Chicago,Illinois,P002524275 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,40XX  N  KIMBALL 
24-Aug-12,51XX ,N ,KENMORE ,Chicago,Illinois,P001964187 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,51XX  N  KENMORE 
24-Aug-12,52XX ,S ,HALSTED ,Chicago,Illinois,P003342427 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,52XX  S  HALSTED 
24-Aug-12,61XX ,S ,KING DR ,Chicago,Illinois,P003232021 ,9-52-010 Rights and duties. ,25,61XX  S  KING DR 
24-Aug-12,82XX ,S ,EXCHANGE ,Chicago,Illinois,P003206453 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,82XX  S  EXCHANGE 
24-Aug-12,83XX ,S ,RACINE ,Chicago,Illinois,P003087101 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,83XX  S  RACINE 
25-Aug-12,16XX ,W ,79TH ST ,Chicago,Illinois,P003087078 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,16XX  W  79TH ST 
25-Aug-12,33XX ,W ,26 ST ,Chicago,Illinois,P003220368 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,33XX  W  26 ST 
25-Aug-12,43XX ,W ,CERMAK RD ,Chicago,Illinois,P003223029 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,43XX  W  CERMAK RD 
27-Aug-12,12XX ,S ,CALIFORNIA ,Chicago,Illinois,P003221930 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,12XX  S  CALIFORNIA 
27-Aug-12,12XX ,S ,HARDING ,Chicago,Illinois,P003223030 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,12XX  S  HARDING 
27-Aug-12,51XX ,S ,DAMEN ,Chicago,Illinois,P003303801 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,51XX  S  DAMEN 
27-Aug-12,71XX ,S ,LUELLA ,Chicago,Illinois,P003090514 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,71XX  S  LUELLA 
28-Aug-12,11XX ,N ,LAKE SHORE DR ,Chicago,Illinois,P003298745 ,9-52-030 Speed of bicycles. ,25,11XX  N  LAKE SHORE DR 
28-Aug-12,1XX ,W ,KINZIE ,Chicago,Illinois,P003298382 ,9-52-010 Rights and duties. ,28,1XX  W  KINZIE 
29-Aug-12,16XX ,S ,STATE ST ,Chicago,Illinois,P002085723 ,9-52-010 Rights and duties. ,48,16XX  S  STATE ST 
29-Aug-12,1XX ,E ,71ST ST ,Chicago,Illinois,P003117832 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,1XX  E  71ST ST 
29-Aug-12,25XX ,S ,PRINCETON ST ,Chicago,Illinois,P003232022 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,25XX  S  PRINCETON ST 
29-Aug-12,31XX ,S ,UNION ST ,Chicago,Illinois,P003232023 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,31XX  S  UNION ST 
29-Aug-12,36XX ,W ,ROOSEVELT RD ,Chicago,Illinois,P003047485 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,36XX  W  ROOSEVELT RD 
29-Aug-12,5XX ,N ,LAKE SHORE DR ,Chicago,Illinois,P003298671 ,9-52-010 Rights and duties. ,44,5XX  N  LAKE SHORE DR 
30-Aug-12,100XX ,S ,DR MARTIN LUTH DR ,Chicago,Illinois,P003091759 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,100XX  S  DR MARTIN LUTH DR 
30-Aug-12,11XX ,N ,ORLEANS ,Chicago,Illinois,P003054011 ,9-52-010 Rights and duties. ,43,11XX  N  ORLEANS 
30-Aug-12,14XX ,S ,KARLOV ,Chicago,Illinois,P003221004 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,14XX  S  KARLOV 
30-Aug-12,32XX ,S ,MORGAN ,Chicago,Illinois,P003329099 ,9-52-010 Rights and duties. ,25,32XX  S  MORGAN 
30-Aug-12,32XX ,S ,MORGAN ST ,Chicago,Illinois,P003329098 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,32XX  S  MORGAN ST 
30-Aug-12,73XX ,S ,YATES ,Chicago,Illinois,P003112116 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,73XX  S  YATES 
30-Aug-12,76XX ,N ,ASHLAND ,Chicago,Illinois,P003133999 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,76XX  N  ASHLAND 
30-Aug-12,79XX ,S ,COTTAGE ,Chicago,Illinois,P003087626 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,79XX  S  COTTAGE 
31-Aug-12,33XX ,S ,MORGAN ,Chicago,Illinois,P003329755 ,9-52-010 Rights and duties. ,19,33XX  S  MORGAN 
31-Aug-12,54XX ,N ,SHERIDAN RD ,Chicago,Illinois,P003124018 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,54XX  N  SHERIDAN RD 
